review_count,categories,opentime,closetime,stars,priceRange,noiselevel,delivery,zipcodes,avg_Income,population
6,"[Food, Ethnic Food, Restaurants, Food Stands, Specialty Food]",6:00,16:00,3.5,1,NA,NA,15213,18473,28320
4,"[Pizza, Restaurants]",10:00,1:00,2.5,0,NA,TRUE,15220,44018,19693
47,"[Sandwiches, Restaurants]",9:00,21:00,3.5,1,very_loud,TRUE,15222,18598,1999
24,"[Restaurants, Italian]",11:00,21:00,3,2,average,FALSE,15222,18598,1999
37,"[Mexican, Restaurants]",16:00,22:00,2.5,2,average,FALSE,15216,39526,24691
4,"[Mexican, Restaurants]",11:00,21:30,2.5,0,NA,NA,15222,18598,1999
4,"[Greek, American (Traditional), Restaurants]",11:00,16:00,4,2,NA,NA,15234,40756,14911
21,"[Burgers, Sandwiches, Salad, Restaurants]",11:00,23:00,2.5,2,quiet,FALSE,15220,44018,19693
657,"[Gastropubs, American (New), Restaurants]",12:00,14:00,4,3,average,FALSE,15222,18598,1999
18,"[Pizza, Restaurants]",11:00,20:00,3,1,average,TRUE,15213,18473,28320
31,"[Pizza, Restaurants]",10:00,1:00,3,1,average,TRUE,15222,18598,1999
60,"[Italian, Pizza, Restaurants]",11:00,19:00,3.5,1,average,TRUE,15222,18598,1999
6,"[Turkish, Middle Eastern, Restaurants]",11:00,22:00,4.5,2,NA,FALSE,15213,18473,28320
19,"[Restaurants, Italian]",11:00,21:00,3,2,very_loud,FALSE,15222,18598,1999
39,"[Mexican, Restaurants]",11:00,22:00,3,2,average,FALSE,15206,28517,32482
37,"[Greek, Italian, Pizza, Restaurants]",10:00,1:00,3,1,average,TRUE,15203,27595,9613
7,"[Chinese, Restaurants]",10:00,22:30,4,2,average,FALSE,15226,37889,14648
4,"[Food, Grocery, Mediterranean, Restaurants]",8:00,16:00,4.5,0,NA,NA,15201,27031,14326
8,"[Cafes, Sandwiches, Restaurants]",7:00,16:00,4.5,1,quiet,FALSE,15211,34067,12477
9,"[Chicken Wings, Restaurants]",10:00,23:00,3,1,average,FALSE,15208,24178,13352
13,"[Cafes, Sandwiches, Restaurants]",11:00,20:00,5,2,average,FALSE,15203,27595,9613
4,"[Food, Coffee & Tea, Restaurants, Italian]",7:00,14:00,4,2,NA,NA,15222,18598,1999
9,"[Food, Coffee & Tea, Sandwiches, Restaurants]",11:00,21:00,3,1,NA,FALSE,15213,18473,28320
3,"[Delis, Restaurants]",11:00,19:00,4,0,NA,NA,15224,22880,12095
87,"[American (New), Restaurants]",17:00,21:30,4.5,3,average,FALSE,15218,35983,14956
9,"[Italian, Pizza, Restaurants]",4:30,22:00,4,2,average,TRUE,15226,37889,14648
6,"[Food, Grocery, Sandwiches, Delis, Restaurants]",8:00,19:00,4,1,quiet,TRUE,15217,45173,26425
28,"[Mexican, Tex-Mex, Restaurants]",11:00,20:00,3.5,1,loud,FALSE,15222,18598,1999
11,"[American (New), Restaurants]",11:00,21:00,3.5,2,average,FALSE,15215,43750,13212
5,"[Fast Food, Restaurants]",11:00,22:00,2.5,0,NA,FALSE,15216,39526,24691
52,"[American (New), Restaurants]",17:00,22:00,4.5,3,average,FALSE,15211,34067,12477
10,"[Chinese, Restaurants]",10:00,21:00,3,1,quiet,TRUE,15213,18473,28320
30,"[Breakfast & Brunch, Pizza, Diners, Restaurants]",6:00,21:00,4,1,average,FALSE,15221,30668,36387
60,"[Bars, Restaurants, Sports Bars, Barbeque, Nightlife]",11:00,23:00,3,2,loud,TRUE,15206,28517,32482
166,"[Breakfast & Brunch, Restaurants]",8:00,16:00,4,1,average,FALSE,15232,32552,11792
8,"[Chinese, Restaurants]",11:00,22:30,4,1,quiet,FALSE,15212,26712,31850
28,"[Japanese, Restaurants]",0:00,0:00,3,1,average,FALSE,15213,18473,28320
97,"[American (Traditional), Steakhouses, Seafood, Restaurants]",11:30,22:00,4,4,average,FALSE,15222,18598,1999
53,"[Bars, American (New), Nightlife, Restaurants]",11:00,2:00,3.5,2,average,FALSE,15212,26712,31850
56,"[Sushi Bars, Japanese, Restaurants]",11:00,22:00,4,2,average,FALSE,15224,22880,12095
127,"[American (New), Mexican, Restaurants]",16:00,22:00,3.5,2,average,FALSE,15203,27595,9613
3,"[American (New), Restaurants]",12:00,20:00,3,1,NA,FALSE,15212,26712,31850
162,"[Restaurants, Pizza, Italian]",11:00,22:00,3.5,2,loud,FALSE,15222,18598,1999
11,"[Soul Food, Southern, Barbeque, Restaurants]",11:00,0:00,2.5,2,NA,NA,15201,27031,14326
169,"[American (New), Restaurants]",17:00,23:00,4.5,3,loud,FALSE,15222,18598,1999
8,"[Pizza, Restaurants]",6:00,18:00,3.5,1,average,TRUE,15226,37889,14648
6,"[Bars, American (Traditional), Nightlife, Restaurants]",11:00,21:00,2,3,average,FALSE,15227,38439,29621
14,"[Delis, Restaurants]",12:00,20:00,2.5,1,NA,TRUE,15217,45173,26425
72,"[Bars, American (Traditional), Music Venues, Arts & Entertainment, Nightlife, Restaurants]",11:00,2:00,4.5,2,average,FALSE,15203,27595,9613
11,"[Chinese, Restaurants]",11:00,23:00,3,1,quiet,FALSE,15206,28517,32482
18,"[Bars, American (Traditional), Nightlife, Restaurants]",10:00,2:00,3,2,average,FALSE,15219,14399,19204
47,"[Food, Greek, Street Vendors, Mediterranean, Restaurants]",11:00,21:00,4,2,quiet,FALSE,15201,27031,14326
73,"[Vegetarian, Hot Dogs, Restaurants]",10:00,15:00,3.5,1,average,TRUE,15222,18598,1999
4,"[Indian, Food Stands, Restaurants]",8:00,22:00,4,1,NA,NA,15213,18473,28320
106,"[Vegetarian, Vegan, Salad, Restaurants]",6:00,2:00,4,1,average,FALSE,15203,27595,9613
8,"[Pizza, Restaurants]",8:30,17:30,2.5,1,average,TRUE,15213,18473,28320
65,"[Breakfast & Brunch, Diners, Restaurants]",18:00,21:00,4,1,loud,FALSE,15217,45173,26425
3,"[American (Traditional), Restaurants]",0:00,0:00,4.5,0,NA,NA,15212,26712,31850
14,"[Steakhouses, Restaurants]",16:00,22:00,2,3,average,FALSE,15211,34067,12477
4,"[Food, Ice Cream & Frozen Yogurt, Pizza, Restaurants]",9:00,16:30,3,2,NA,TRUE,15210,27041,31216
5,"[Caribbean, Restaurants]",6:00,22:00,4,2,average,FALSE,15212,26712,31850
11,"[Sushi Bars, Restaurants]",7:00,14:00,4.5,2,average,FALSE,15219,14399,19204
5,"[Burgers, Fast Food, Restaurants]",11:00,22:00,4.5,2,NA,FALSE,15222,18598,1999
3,"[Chinese, Restaurants]",11:00,22:30,3,1,average,TRUE,15210,27041,31216
10,"[Pizza, Restaurants]",11:00,22:00,3.5,1,average,TRUE,15226,37889,14648
190,"[Cuban, Latin American, Restaurants]",17:00,12:00,4,2,loud,FALSE,15222,18598,1999
76,"[French, Restaurants]",11:30,23:30,2.5,3,average,FALSE,15232,32552,11792
18,"[Burgers, Bars, Restaurants, Sports Bars, Nightlife]",11:00,2:00,3,2,average,FALSE,15222,18598,1999
31,"[Greek, Mediterranean, Restaurants]",10:30,0:00,3.5,1,loud,FALSE,15222,18598,1999
8,"[Pizza, Restaurants]",10:00,3:00,3,0,NA,TRUE,15213,18473,28320
56,"[Bars, American (Traditional), Pubs, Nightlife, Sports Bars, Restaurants]",11:00,23:00,2.5,2,average,FALSE,15212,26712,31850
5,"[Sandwiches, Restaurants]",10:00,18:00,4,0,NA,NA,15222,18598,1999
59,"[Pubs, Bars, American (New), Nightlife, Restaurants]",10:00,21:00,3,2,very_loud,FALSE,15212,26712,31850
40,"[Asian Fusion, Restaurants]",7:00,16:00,3.5,2,quiet,TRUE,15203,27595,9613
7,"[American (New), Diners, Restaurants]",11:00,23:00,4,2,average,FALSE,15236,46913,30630
37,"[Cuban, Restaurants]",11:30,22:00,4,2,quiet,FALSE,15201,27031,14326
11,"[Caterers, Restaurants, Event Planning & Services, Italian]",8:00,18:00,4.5,2,quiet,NA,15241,85102,20616
246,"[Burgers, Bars, Pizza, Nightlife, Restaurants]",11:00,0:00,4,2,average,FALSE,15222,18598,1999
24,"[Breakfast & Brunch, Restaurants]",7:00,15:00,3.5,1,average,FALSE,15201,27031,14326
5,"[Nightlife, Bars, American (Traditional), Sports Bars, Restaurants]",16:00,2:00,2,2,loud,FALSE,15216,39526,24691
6,"[Mexican, Restaurants]",10:30,19:00,3.5,1,average,FALSE,15222,18598,1999
17,"[American (Traditional), Restaurants]",7:00,20:00,3,2,average,FALSE,15218,35983,14956
5,"[Mexican, Restaurants]",10:30,18:00,3.5,1,average,FALSE,15219,14399,19204
137,"[Food, Seafood, Sushi Bars, Seafood Markets, Specialty Food, Restaurants]",9:00,16:00,4.5,2,loud,FALSE,15222,18598,1999
94,"[American (New), Cafes, Restaurants]",11:00,22:00,4.5,2,average,FALSE,15201,27031,14326
6,"[Restaurants, Italian]",11:00,22:00,3,2,average,FALSE,15217,45173,26425
30,"[Thai, Restaurants]",16:00,21:00,3.5,2,quiet,TRUE,15218,35983,14956
6,"[Restaurants, Italian]",19:00,2:00,3,2,NA,NA,15203,27595,9613
222,"[Restaurants, Italian]",11:30,14:00,3.5,3,average,FALSE,15222,18598,1999
7,"[Bars, American (Traditional), Nightlife, Restaurants]",16:00,2:00,3,1,average,FALSE,15203,27595,9613
93,"[Peruvian, Latin American, Restaurants]",11:00,20:00,4,1,average,TRUE,15222,18598,1999
24,"[Fast Food, Mexican, Restaurants]",11:00,22:00,4,1,average,FALSE,15213,18473,28320
11,"[Italian, Pizza, Restaurants]",10:30,2:00,3.5,1,loud,FALSE,15213,18473,28320
6,"[Bars, American (New), Nightlife, Restaurants]",10:00,19:00,3.5,2,NA,FALSE,15222,18598,1999
26,"[Greek, Restaurants]",11:00,3:00,4.5,1,average,FALSE,15203,27595,9613
36,"[American (New), Restaurants]",11:30,22:00,4,2,quiet,FALSE,15224,22880,12095
15,"[Chinese, Restaurants]",17:00,21:30,3,1,quiet,TRUE,15206,28517,32482
18,"[American (Traditional), Restaurants]",11:00,0:00,4,2,average,FALSE,15201,27031,14326
6,"[Fast Food, Restaurants]",11:00,22:00,3,1,average,NA,15224,22880,12095
67,"[Seafood, Sushi Bars, Restaurants]",11:00,16:00,4,2,average,FALSE,15222,18598,1999
28,"[Restaurants, Pizza, Italian]",11:30,14:30,3.5,2,quiet,FALSE,15232,32552,11792
90,"[Malaysian, Restaurants]",11:00,22:00,3.5,2,average,TRUE,15217,45173,26425
10,"[American (Traditional), Pizza, Restaurants]",11:00,21:00,2.5,2,average,FALSE,15219,14399,19204
15,"[Seafood, Restaurants, Italian]",11:00,21:00,3.5,2,quiet,FALSE,15224,22880,12095
9,"[Breakfast & Brunch, American (Traditional), Diners, Restaurants]",8:00,19:00,3,1,average,FALSE,15238,67370,13571
10,"[Seafood, Restaurants]",12:00,20:00,2.5,2,average,FALSE,15212,26712,31850
5,"[Chinese, Restaurants]",16:30,22:00,2.5,1,NA,TRUE,15210,27041,31216
8,"[American (Traditional), Restaurants]",9:00,17:00,4.5,2,quiet,FALSE,15220,44018,19693
107,"[Pizza, Salad, Restaurants]",11:00,22:00,4.5,1,loud,FALSE,15224,22880,12095
67,"[American (Traditional), Restaurants]",17:00,23:00,3,3,average,FALSE,15211,34067,12477
3,"[Delis, Restaurants]",10:00,19:00,4.5,1,quiet,NA,15222,18598,1999
111,"[American (Traditional), Restaurants]",11:00,23:00,3.5,2,average,FALSE,15222,18598,1999
107,"[Food, Desserts, American (Traditional), Restaurants]",11:00,23:00,3.5,2,average,FALSE,15203,27595,9613
8,"[Chinese, Restaurants]",11:00,22:30,3,1,quiet,TRUE,15201,27031,14326
77,"[Pizza, Restaurants]",0:00,0:00,3,2,average,TRUE,15224,22880,12095
15,"[Steakhouses, Restaurants]",10:00,20:00,3,3,NA,FALSE,15203,27595,9613
134,"[Seafood, Restaurants]",11:00,21:00,4,2,average,TRUE,15222,18598,1999
24,"[Restaurants, Italian, Event Planning & Services, Caterers]",8:00,22:00,4,2,average,FALSE,15219,14399,19204
4,"[Sandwiches, Restaurants]",11:00,19:00,4.5,1,NA,FALSE,15203,27595,9613
63,"[Fondue, Restaurants]",16:00,22:00,4,3,quiet,FALSE,15233,23841,4876
53,"[Peruvian, Latin American, Restaurants]",10:00,20:30,4,2,quiet,FALSE,15232,32552,11792
12,"[Barbeque, Restaurants]",12:00,20:00,4,1,average,FALSE,15212,26712,31850
48,"[American (New), Sandwiches, Restaurants]",11:00,23:00,3,2,loud,FALSE,15212,26712,31850
6,"[Pizza, Restaurants]",11:00,22:00,2.5,2,NA,TRUE,15243,60717,13660
12,"[Bakeries, Food, Restaurants]",6:30,18:00,4.5,1,NA,TRUE,15212,26712,31850
142,"[Sushi Bars, Japanese, Restaurants]",17:00,21:30,4,2,average,FALSE,15217,45173,26425
22,"[Asian Fusion, American (New), Restaurants]",4:30,22:00,4,1,quiet,FALSE,15217,45173,26425
36,"[Restaurants, Pizza, Italian]",11:00,21:30,4,2,average,FALSE,15205,38507,22586
46,"[Tapas/Small Plates, Restaurants, Italian]",16:00,22:00,2.5,2,average,FALSE,15206,28517,32482
5,"[Event Planning & Services, American (Traditional), Caterers, Comfort Food, Restaurants]",10:30,22:00,4,1,average,FALSE,15220,44018,19693
8,"[Food, Sandwiches, Bagels, Breakfast & Brunch, Restaurants]",5:30,17:00,3,1,NA,FALSE,15222,18598,1999
76,"[Delis, Restaurants]",11:00,20:00,3.5,1,average,FALSE,15213,18473,28320
34,"[Mediterranean, Restaurants]",17:00,22:00,3.5,2,average,FALSE,15222,18598,1999
118,"[American (Traditional), Restaurants]",11:00,2:00,3.5,2,loud,FALSE,15203,27595,9613
4,"[Pizza, Restaurants]",11:00,23:00,4.5,1,quiet,FALSE,15232,32552,11792
8,"[Coffee & Tea, Latin American, Food, Desserts, Sandwiches, Restaurants]",6:00,19:00,4.5,1,quiet,FALSE,15217,45173,26425
39,"[Pubs, Bars, Nightlife, Restaurants]",7:00,18:00,3,1,very_loud,FALSE,15213,18473,28320
11,"[Thai, Restaurants]",11:00,21:00,3.5,2,average,FALSE,15206,28517,32482
4,"[Pizza, Restaurants]",8:00,17:00,3.5,1,average,TRUE,15205,38507,22586
5,"[Restaurants, Italian]",9:00,21:00,4,2,average,FALSE,15220,44018,19693
11,"[Pizza, Restaurants]",9:00,17:00,4,1,quiet,FALSE,15233,23841,4876
10,"[Thai, Restaurants]",11:00,21:00,4,2,average,FALSE,15222,18598,1999
158,"[Nightlife, Bars, Sandwiches, Restaurants]",10:00,0:00,3,1,average,FALSE,15213,18473,28320
116,"[Bars, American (Traditional), Pubs, Nightlife, Gastropubs, Restaurants]",16:00,23:00,3.5,2,average,FALSE,15211,34067,12477
3,"[Fast Food, Sandwiches, Restaurants]",9:00,17:00,3.5,1,average,FALSE,15222,18598,1999
24,"[Caribbean, Mexican, Restaurants]",11:00,21:00,4.5,1,quiet,FALSE,15216,39526,24691
57,"[Food, Desserts, Creperies, Restaurants]",9:00,17:00,4,1,average,FALSE,15213,18473,28320
4,"[Burgers, Fast Food, Restaurants]",9:00,17:00,2.5,0,NA,NA,15202,34727,21022
9,"[Cafes, American (Traditional), Sandwiches, Restaurants]",9:00,2:00,3,1,average,FALSE,15213,18473,28320
13,"[Bars, American (Traditional), Nightlife, Restaurants]",11:00,22:00,3.5,2,loud,FALSE,15238,67370,13571
14,"[Bars, Food, Beer, Wine & Spirits, Burgers, Nightlife, Lounges, Restaurants]",17:00,2:00,3.5,2,average,FALSE,15203,27595,9613
4,"[Food, Latin American, Sandwiches, Food Trucks, Restaurants]",11:00,22:00,4.5,2,quiet,FALSE,15224,22880,12095
6,"[Food, Food Delivery Services, American (New), Pizza, Restaurants]",8:00,22:00,3.5,2,average,TRUE,15224,22880,12095
19,"[Nightlife, Bars, Pizza, Sports Bars, Restaurants]",11:00,2:00,2.5,2,very_loud,TRUE,15232,32552,11792
24,"[Steakhouses, Seafood, Restaurants, Italian]",11:00,22:00,3.5,3,average,FALSE,15238,67370,13571
60,"[Restaurants, Italian]",11:00,22:00,3,2,average,TRUE,15219,14399,19204
27,"[American (New), Restaurants]",18:00,23:00,4.5,3,quiet,FALSE,15215,43750,13212
6,"[Sandwiches, Restaurants]",6:00,18:00,4.5,1,average,FALSE,15226,37889,14648
17,"[Chinese, Restaurants]",10:00,21:00,2,1,quiet,TRUE,15206,28517,32482
9,"[American (Traditional), Restaurants]",8:00,17:00,3,2,NA,FALSE,15219,14399,19204
7,"[Chinese, Restaurants]",11:00,18:00,4.5,1,average,TRUE,15201,27031,14326
4,"[Cafes, Sandwiches, Salad, Restaurants]",11:00,20:00,3.5,1,NA,TRUE,15208,24178,13352
36,"[Szechuan, Chinese, Restaurants]",10:30,22:00,3,1,average,FALSE,15213,18473,28320
6,"[Bars, Cafes, Nightlife, Lounges, Hookah Bars, Restaurants]",17:00,1:00,4,2,very_loud,FALSE,15213,18473,28320
5,"[Restaurants, Italian]",11:30,22:00,3.5,2,average,FALSE,15235,41367,39126
5,"[Pizza, Restaurants]",11:00,21:30,3.5,1,NA,FALSE,15222,18598,1999
4,"[Burgers, Fast Food, Restaurants]",9:30,20:00,3,1,NA,FALSE,15201,27031,14326
26,"[Mediterranean, Restaurants]",12:00,21:00,3.5,2,loud,FALSE,15217,45173,26425
27,"[Restaurants, Italian]",17:00,21:00,3.5,3,quiet,FALSE,15211,34067,12477
28,"[Pizza, Restaurants]",8:00,20:00,3,1,loud,TRUE,15217,45173,26425
11,"[Caterers, Pizza, Event Planning & Services, Restaurants]",10:00,13:00,3.5,2,NA,TRUE,15213,18473,28320
7,"[Breakfast & Brunch, Diners, Restaurants]",11:00,2:00,3.5,2,average,FALSE,15203,27595,9613
6,"[Food, Delis, Restaurants]",10:00,17:00,4.5,1,quiet,FALSE,15212,26712,31850
31,"[Cafes, Restaurants]",9:00,14:00,4.5,2,quiet,FALSE,15220,44018,19693
17,"[Pizza, Restaurants]",11:00,23:00,4,2,average,FALSE,15224,22880,12095
19,"[Burgers, American (New), Restaurants]",6:00,22:00,2.5,2,loud,FALSE,15212,26712,31850
3,"[Breakfast & Brunch, Restaurants]",6:00,5:30,4.5,1,loud,FALSE,15209,38292,12891
7,"[Burgers, Fast Food, American (New), Restaurants]",11:00,22:00,4,1,average,FALSE,15238,67370,13571
136,"[Restaurants, Italian]",17:00,22:00,4,2,average,FALSE,15206,28517,32482
3,"[Cafes, Restaurants]",10:00,17:00,2.5,0,NA,FALSE,15212,26712,31850
6,"[Burgers, Fast Food, Restaurants]",6:00,23:00,2,1,NA,FALSE,15206,28517,32482
76,"[Food, Grocery, Mexican, Restaurants]",9:00,16:00,4.5,1,average,FALSE,15222,18598,1999
59,"[Sushi Bars, Chinese, Restaurants]",7:30,18:00,3,1,average,FALSE,15213,18473,28320
100,"[Pakistani, Indian, Restaurants]",17:00,23:00,3.5,2,average,TRUE,15213,18473,28320
26,"[Middle Eastern, Mediterranean, Restaurants]",11:00,2:00,4,2,loud,FALSE,15226,37889,14648
6,"[Burgers, Restaurants]",5:30,20:00,4,1,average,FALSE,15209,38292,12891
15,"[Greek, Restaurants]",11:00,20:00,4.5,2,quiet,FALSE,15226,37889,14648
16,"[Food, Ethnic Food, Turkish, Restaurants, Specialty Food]",0:00,0:00,4.5,1,loud,FALSE,15219,14399,19204
3,"[Bars, American (Traditional), Nightlife, Lounges, Restaurants]",6:00,21:00,3.5,0,NA,NA,15203,27595,9613
42,"[Asian Fusion, Chinese, Restaurants]",5:30,20:00,3,2,quiet,TRUE,15217,45173,26425
37,"[Cheesesteaks, American (Traditional), Restaurants]",11:00,22:00,3.5,1,average,FALSE,15203,27595,9613
4,"[Sandwiches, American (Traditional), Pizza, Restaurants]",11:00,23:00,2.5,0,NA,TRUE,15220,44018,19693
207,"[Restaurants, Pizza, Italian]",11:00,22:00,4,2,average,FALSE,15201,27031,14326
60,"[Indian, Restaurants]",11:30,14:30,4,2,average,FALSE,15220,44018,19693
283,"[Bars, Caribbean, Nightlife, Restaurants]",11:30,22:00,4,2,average,FALSE,15222,18598,1999
11,"[Soup, Sandwiches, Salad, Restaurants]",7:00,21:00,3,1,quiet,FALSE,15238,67370,13571
13,"[Korean, Japanese, Restaurants]",17:00,23:00,3,2,NA,FALSE,15213,18473,28320
76,"[Bars, American (New), Nightlife, Restaurants]",16:30,0:00,4,2,average,FALSE,15213,18473,28320
73,"[Breakfast & Brunch, Creperies, French, Restaurants]",9:00,17:00,4,1,average,FALSE,15232,32552,11792
102,"[Southern, Vegan, Barbeque, Restaurants]",17:00,20:30,4.5,2,average,FALSE,15213,18473,28320
17,"[Coffee & Tea, Food, Bars, Middle Eastern, Nightlife, Hookah Bars, Restaurants]",17:00,1:00,3,2,loud,FALSE,15203,27595,9613
4,"[Chinese, Restaurants]",11:00,22:00,3.5,1,NA,TRUE,15234,40756,14911
21,"[Asian Fusion, Restaurants]",11:00,22:00,3,2,quiet,NA,15213,18473,28320
185,"[American (Traditional), Restaurants]",11:30,21:00,3.5,2,average,FALSE,15213,18473,28320
8,"[Fast Food, Sandwiches, Restaurants]",11:00,21:00,4,1,NA,FALSE,15222,18598,1999
12,"[Latin American, Mexican, Restaurants]",10:00,22:00,4.5,1,quiet,FALSE,15216,39526,24691
69,"[Pizza, Restaurants]",11:00,21:00,4.5,2,average,FALSE,15222,18598,1999
81,"[Korean, Sushi Bars, Restaurants]",11:30,14:30,3,2,quiet,TRUE,15222,18598,1999
15,"[Restaurants, Italian]",9:00,2:00,4,2,average,FALSE,15226,37889,14648
18,"[Bars, American (New), Nightlife, Restaurants]",11:00,1:00,3,2,average,TRUE,15241,85102,20616
95,"[Italian, American (Traditional), Restaurants]",11:00,23:00,4,1,average,FALSE,15207,28156,13203
19,"[Gastropubs, Restaurants]",15:00,2:00,3.5,2,average,FALSE,15218,35983,14956
30,"[Turkish, Mediterranean, Restaurants]",11:00,23:00,4.5,2,average,TRUE,15222,18598,1999
43,"[Sandwiches, Restaurants]",11:00,2:00,4,1,average,FALSE,15205,38507,22586
10,"[Pizza, Restaurants]",9:30,19:30,2.5,1,NA,TRUE,15203,27595,9613
22,"[Nightlife, Bars, Diners, Restaurants]",16:00,1:00,4,2,average,TRUE,15203,27595,9613
65,"[Soul Food, Restaurants]",8:00,21:00,4,2,average,FALSE,15233,23841,4876
9,"[Steakhouses, Restaurants]",11:00,0:00,2.5,3,NA,FALSE,15219,14399,19204
3,"[Uzbek, Restaurants]",11:00,21:00,2,0,NA,NA,15222,18598,1999
6,"[Fast Food, Sandwiches, Restaurants]",11:00,21:00,4,1,average,NA,15203,27595,9613
3,"[Asian Fusion, Buffets, Chinese, Restaurants]",10:00,19:00,2.5,1,average,FALSE,15206,28517,32482
4,"[Burgers, Fast Food, Restaurants]",6:00,18:00,3,1,NA,FALSE,15226,37889,14648
26,"[Steakhouses, Restaurants]",17:00,21:30,3.5,3,average,FALSE,15212,26712,31850
48,"[Sandwiches, Restaurants]",10:30,20:30,4,1,loud,FALSE,15213,18473,28320
7,"[Pizza, Restaurants]",10:00,18:00,2.5,2,average,TRUE,15213,18473,28320
9,"[American (Traditional), Barbeque, Restaurants]",12:00,23:30,3,2,average,FALSE,15216,39526,24691
9,"[Delis, Sandwiches, Restaurants]",9:30,19:00,4,1,quiet,TRUE,15216,39526,24691
30,"[Sushi Bars, Taiwanese, Chinese, Restaurants]",11:00,22:00,3.5,2,quiet,TRUE,15238,67370,13571
177,"[Vietnamese, Restaurants]",10:00,22:00,4,1,average,FALSE,15224,22880,12095
27,"[American (New), Sandwiches, Salad, Restaurants]",11:00,18:00,4,2,quiet,FALSE,15212,26712,31850
3,"[Breakfast & Brunch, Diners, Restaurants]",7:00,14:00,3.5,1,average,FALSE,15234,40756,14911
5,"[Breakfast & Brunch, American (Traditional), Sandwiches, Restaurants]",7:00,14:00,2.5,2,average,FALSE,15212,26712,31850
13,"[Sushi Bars, Dim Sum, Chinese, Restaurants]",0:00,0:00,3,2,NA,TRUE,15217,45173,26425
80,"[Burgers, Bars, Pizza, Nightlife, Restaurants]",11:00,2:00,4,2,loud,FALSE,15203,27595,9613
9,"[Vietnamese, Japanese, Chinese, Restaurants]",11:00,22:00,2.5,2,quiet,TRUE,15213,18473,28320
48,"[Thai, Restaurants]",11:30,21:00,4,2,quiet,NA,15222,18598,1999
38,"[American (Traditional), Diners, Restaurants]",6:00,2:00,4,1,loud,FALSE,15203,27595,9613
40,"[Food, Tea Rooms, Coffee & Tea, Vegetarian, Restaurants]",11:00,22:00,4.5,1,quiet,FALSE,15217,45173,26425
103,"[Asian Fusion, Sushi Bars, Restaurants]",17:00,22:00,3.5,2,average,FALSE,15206,28517,32482
23,"[Greek, Restaurants]",11:00,21:00,3,1,loud,FALSE,15222,18598,1999
15,"[Chinese, Restaurants]",11:00,0:00,3,2,loud,TRUE,15217,45173,26425
35,"[Restaurants, Italian]",11:00,23:00,2.5,2,quiet,FALSE,15222,18598,1999
4,"[Seafood, Fish & Chips, Chicken Wings, Restaurants]",8:00,19:00,4,2,quiet,FALSE,15212,26712,31850
154,"[Food, Desserts, Breakfast & Brunch, Ice Cream & Frozen Yogurt, Restaurants]",11:00,22:00,4.5,1,quiet,FALSE,15217,45173,26425
8,"[Thai, Restaurants]",11:00,21:00,4,1,NA,TRUE,15228,58440,17723
75,"[Japanese, Restaurants]",11:30,14:00,4,2,average,FALSE,15206,28517,32482
103,"[Basque, Tapas Bars, Spanish, Restaurants]",16:00,2:00,3,3,average,FALSE,15203,27595,9613
90,"[Bars, American (New), Restaurants, Sports Bars, Nightlife]",16:00,2:00,4,2,average,FALSE,15207,28156,13203
31,"[American (Traditional), Restaurants]",7:00,15:00,3.5,1,average,FALSE,15222,18598,1999
42,"[Asian Fusion, Chinese, Restaurants]",10:00,22:00,3.5,2,average,TRUE,15238,67370,13571
4,"[Thai, Asian Fusion, Filipino, Restaurants]",8:00,22:00,5,2,NA,FALSE,15201,27031,14326
43,"[Breakfast & Brunch, Diners, Restaurants]",5:00,15:00,3.5,1,average,FALSE,15222,18598,1999
3,"[Mexican, Restaurants]",17:30,22:00,4.5,1,NA,FALSE,15201,27031,14326
19,"[Restaurants, Italian]",11:00,22:00,2.5,2,average,TRUE,15238,67370,13571
20,"[Peruvian, Burgers, Restaurants]",11:00,22:00,3.5,1,quiet,TRUE,15213,18473,28320
3,"[Food, Tapas Bars, Juice Bars & Smoothies, Vegan, Restaurants]",11:00,15:00,5,0,NA,TRUE,15206,28517,32482
71,"[Pizza, Restaurants]",16:00,2:00,3.5,2,average,TRUE,15232,32552,11792
11,"[Korean, Japanese, Restaurants]",16:00,22:00,3.5,2,quiet,TRUE,15224,22880,12095
5,"[Fast Food, Chicken Wings, Restaurants]",9:00,20:00,1.5,1,average,FALSE,15213,18473,28320
231,"[Mexican, Restaurants]",11:00,22:00,3.5,2,average,FALSE,15206,28517,32482
24,"[Restaurants, Italian]",11:30,22:00,3.5,3,quiet,FALSE,15216,39526,24691
18,"[Seafood, Restaurants]",17:30,22:00,3,3,average,FALSE,15211,34067,12477
111,"[German, Breweries, Venues & Event Spaces, Food, Event Planning & Services, Restaurants]",11:00,23:00,3.5,2,average,FALSE,15212,26712,31850
12,"[Pizza, Restaurants]",10:00,1:00,3,1,average,TRUE,15222,18598,1999
112,"[Ramen, Japanese, Restaurants]",12:00,22:00,3.5,2,average,TRUE,15217,45173,26425
28,"[French, Restaurants]",16:30,22:00,4,3,quiet,NA,15203,27595,9613
3,"[Chinese, Restaurants]",9:00,17:00,3.5,0,NA,NA,15222,18598,1999
13,"[Pizza, Restaurants]",10:00,23:00,3.5,1,average,FALSE,15206,28517,32482
28,"[Breakfast & Brunch, Diners, Restaurants]",5:30,20:00,4,1,loud,FALSE,15209,38292,12891
33,"[Pizza, Restaurants]",10:00,1:00,3,2,quiet,TRUE,15217,45173,26425
